iter	Logloss
212	0.0002047457954
213	0.0002031402488
214	0.0002015641722
215	0.0002012374063
216	0.0002003915516
217	0.0001986633209
218	0.000197740098
219	0.0001958138657
220	0.0001939201737
221	0.0001915622819
222	0.0001904083286
223	0.0001887242551
224	0.0001884576832
225	0.000187305992
226	0.0001858656391
227	0.0001837165024
228	0.0001835169729
229	0.0001823791665
230	0.0001810468386
231	0.0001793441913
232	0.0001791373524
233	0.0001772787115
234	0.0001754112787
235	0.0001743835846
236	0.0001737372829
237	0.0001735833164
238	0.0001725870147
239	0.0001713687017
240	0.0001706598972
241	0.000169903698
242	0.0001677728831
243	0.0001667680502
244	0.0001664958396
245	0.0001662832886
246	0.0001656868389
247	0.0001645211652
248	0.0001635482929
249	0.0001633874938
250	0.0001628950187
251	0.000160398645
252	0.0001586532965
253	0.0001579246095
254	0.0001569362709
255	0.0001558103748
256	0.0001556656104
257	0.0001537115563
258	0.0001531406121
259	0.0001524848894
260	0.0001515303556
261	0.0001515302543
262	0.0001513974298
263	0.0001508948782
264	0.0001496044438
265	0.0001481954585
266	0.0001474135214
267	0.0001474133347
268	0.0001474127436
269	0.0001469881471
270	0.0001459032162
271	0.0001458210767
272	0.0001452904335
273	0.0001440584016
274	0.0001436195974
275	0.0001424056376
276	0.0001414006522
277	0.0001409882613
278	0.0001409883451
279	0.0001409879892
280	0.0001409870664
281	0.0001409869419
282	0.000140986802
283	0.0001409866059
284	0.0001409862026
285	0.0001409847466
286	0.0001409846623
287	0.0001409847829
288	0.000140984529
289	0.0001409844524
290	0.0001409843356
291	0.0001409842436
292	0.0001409840667
293	0.000140984156
294	0.0001409841251
295	0.0001409838629
296	0.0001409825
297	0.0001409799251
298	0.0001409797961
299	0.0001409795802
300	0.000140979589
301	0.0001409790981
302	0.0001409788343
303	0.0001409767408
304	0.0001409741586
305	0.0001409741586
306	0.0001409741586
307	0.0001409741586
308	0.0001409741586
309	0.0001409741586
310	0.0001409741586
311	0.0001409741586
312	0.0001409741586
313	0.0001409741586
314	0.0001409741586
315	0.0001409741586
316	0.0001409741586
317	0.0001409741586
318	0.0001409741586
319	0.0001409741586
320	0.0001409741586
321	0.0001409741586
322	0.0001409741586
323	0.0001409741586
324	0.0001409741586
325	0.0001409741586
326	0.0001409741586
327	0.0001409741586
328	0.0001409741586
329	0.0001409741586
330	0.0001409741586
331	0.0001409741586
332	0.0001409741586
333	0.0001409741586
334	0.0001409741586
335	0.0001409741586
336	0.0001409741586
337	0.0001409741586
338	0.0001409741586
339	0.0001409741586
340	0.0001409741586
341	0.0001409741586
342	0.0001409741586
343	0.0001409741586
344	0.0001409741586
345	0.0001409741586
346	0.0001409741586
347	0.0001409741586
348	0.0001409741586
349	0.0001409741586
350	0.0001409741586
351	0.0001409741586
352	0.0001409741586
353	0.0001409741586
354	0.0001409741586
355	0.0001409741586
356	0.0001409741586
357	0.0001409741586
358	0.0001409741586
359	0.0001409741586
360	0.0001409741586
361	0.0001409741586
362	0.0001409741586
363	0.0001409741586
364	0.0001409741586
365	0.0001409741586
366	0.0001409741586
367	0.0001409741586
368	0.0001409741586
369	0.0001409741586
370	0.0001409741586
371	0.0001409741586
372	0.0001409741586
373	0.0001409741586
374	0.0001409741586
375	0.0001409741586
376	0.0001409741586
377	0.0001409741586
378	0.0001409741586
379	0.0001409741586
380	0.0001409741586
381	0.0001409741586
382	0.0001409741586
383	0.0001409741586
384	0.0001409741586
385	0.0001409741586
386	0.0001409741586
387	0.0001409741586
388	0.0001409741586
389	0.0001409741586
390	0.0001409741586
391	0.0001409741586
392	0.0001409741586
393	0.0001409741586
394	0.0001409741586
395	0.0001409741586
396	0.0001409741586
397	0.0001409741586
398	0.0001409741586
399	0.0001409741586
400	0.0001409741586
401	0.0001409741586
402	0.0001409741586
403	0.0001409741586
404	0.0001409741586
405	0.0001409741586
406	0.0001409741586
407	0.0001409741586
408	0.0001409741586
409	0.0001409741586
410	0.0001409741586
411	0.0001409741586
412	0.0001409741586
413	0.0001409741586
414	0.0001409741586
415	0.0001409741586
416	0.0001409741586
417	0.0001409741586
418	0.0001409741586
419	0.0001409741586
420	0.0001409741586
421	0.0001409741586
422	0.0001409741586
423	0.0001409741586
424	0.0001409741586
425	0.0001409741586
426	0.0001409741586
427	0.0001409741586
428	0.0001409741586
429	0.0001409741586
430	0.0001409741586
431	0.0001409741586
432	0.0001409741586
433	0.0001409741586
434	0.0001409741586
435	0.0001409741586
436	0.0001409741586
437	0.0001409741586
438	0.0001409741586
439	0.0001409741586
440	0.0001409741586
441	0.0001409741586
442	0.0001409741586
443	0.0001409741586
444	0.0001409741586
445	0.0001409741586
446	0.0001409741586
447	0.0001409741586
448	0.0001409741586
449	0.0001409741586
450	0.0001409741586
451	0.0001409741586
452	0.0001409741586
453	0.0001409741586
454	0.0001409741586
455	0.0001409741586
456	0.0001409741586
457	0.0001409741586
458	0.0001409741586
459	0.0001409741586
460	0.0001409741586
461	0.0001409741586
462	0.0001409741586
463	0.0001409741586
464	0.0001409741586
465	0.0001409741586
466	0.0001409741586
467	0.0001409741586
468	0.0001409741586
469	0.0001409741586
470	0.0001409741586
471	0.0001409741586
472	0.0001409741586
473	0.0001409741586
474	0.0001409741586
475	0.0001409741586
476	0.0001409741586
477	0.0001409741586
478	0.0001409741586
479	0.0001409741586
480	0.0001409741586
481	0.0001409741586
482	0.0001409741586
483	0.0001409741586
484	0.0001409741586
485	0.0001409741586
486	0.0001409741586
487	0.0001409741586
488	0.0001409741586
489	0.0001409741586
490	0.0001409741586
491	0.0001409741586
492	0.0001409741586
493	0.0001409741586
494	0.0001409741586
495	0.0001409741586
496	0.0001409741586
497	0.0001409741586
498	0.0001409741586
499	0.0001409741586
500	0.0001409741586
501	0.0001409741586
502	0.0001409741586
503	0.0001409741586
504	0.0001409741586
505	0.0001409741586
506	0.0001409741586
507	0.0001409741586
508	0.0001409741586
509	0.0001409741586
510	0.0001409741586
511	0.0001409741586
512	0.0001409741586
513	0.0001409741586
514	0.0001409741586
515	0.0001409741586
516	0.0001409741586
517	0.0001409741586
518	0.0001409741586
519	0.0001409741586
520	0.0001409741586
521	0.0001409741586
522	0.0001409741586
523	0.0001409741586
524	0.0001409741586
525	0.0001409741586
526	0.0001409741586
527	0.0001409741586
528	0.0001409741586
529	0.0001409741586
530	0.0001409741586
531	0.0001409741586
532	0.0001409741586
533	0.0001409741586
534	0.0001409741586
535	0.0001409741586
536	0.0001409741586
537	0.0001409741586
538	0.0001409741586
539	0.0001409741586
540	0.0001409741586
541	0.0001409741586
542	0.0001409741586
543	0.0001409741586
544	0.0001409741586
545	0.0001409741586
546	0.0001409741586
547	0.0001409741586
548	0.0001409741586
549	0.0001409741586
550	0.0001409741586
551	0.0001409741586
552	0.0001409741586
553	0.0001409741586
554	0.0001409741586
555	0.0001409741586
556	0.0001409741586
557	0.0001409741586
558	0.0001409741586
559	0.0001409741586
560	0.0001409741586
561	0.0001409741586
562	0.0001409741586
563	0.0001409741586
564	0.0001409741586
565	0.0001409741586
566	0.0001409741586
567	0.0001409741586
568	0.0001409741586
569	0.0001409741586
570	0.0001409741586
571	0.0001409741586
572	0.0001409741586
573	0.0001409741586
574	0.0001409741586
575	0.0001409741586
576	0.0001409741586
577	0.0001409741586
578	0.0001409741586
579	0.0001409741586
580	0.0001409741586
581	0.0001409741586
582	0.0001409741586
583	0.0001409741586
584	0.0001409741586
585	0.0001409741586
586	0.0001409741586
587	0.0001409741586
588	0.0001409741586
589	0.0001409741586
590	0.0001409741586
591	0.0001409741586
592	0.0001409741586
593	0.0001409741586
594	0.0001409741586
595	0.0001409741586
596	0.0001409741586
597	0.0001409741586
598	0.0001409741586
599	0.0001409741586
600	0.0001409741586
601	0.0001409741586
602	0.0001409741586
603	0.0001409741586
604	0.0001409741586
605	0.0001409741586
606	0.0001409741586
607	0.0001409741586
608	0.0001409741586
609	0.0001409741586
610	0.0001409741586
611	0.0001409741586
612	0.0001409741586
613	0.0001409741586
614	0.0001409741586
615	0.0001409741586
616	0.0001409741586
617	0.0001409741586
618	0.0001409741586
619	0.0001409741586
620	0.0001409741586
621	0.0001409741586
622	0.0001409741586
623	0.0001409741586
624	0.0001409741586
625	0.0001409741586
626	0.0001409741586
627	0.0001409741586
628	0.0001409741586
629	0.0001409741586
630	0.0001409741586
631	0.0001409741586
632	0.0001409741586
633	0.0001409741586
634	0.0001409741586
635	0.0001409741586
636	0.0001409741586
637	0.0001409741586
638	0.0001409741586
639	0.0001409741586
640	0.0001409741586
641	0.0001409741586
642	0.0001409741586
643	0.0001409741586
644	0.0001409741586
645	0.0001409741586
646	0.0001409741586
647	0.0001409741586
648	0.0001409741586
649	0.0001409741586
650	0.0001409741586
651	0.0001409741586
652	0.0001409741586
653	0.0001409741586
654	0.0001409741586
655	0.0001409741586
656	0.0001409741586
657	0.0001409741586
658	0.0001409741586
659	0.0001409741586
660	0.0001409741586
661	0.0001409741586
662	0.0001409741586
663	0.0001409741586
664	0.0001409741586
665	0.0001409741586
666	0.0001409741586
667	0.0001409741586
668	0.0001409741586
669	0.0001409741586
670	0.0001409741586
671	0.0001409741586
672	0.0001409741586
673	0.0001409741586
674	0.0001409741586
675	0.0001409741586
676	0.0001409741586
677	0.0001409741586
678	0.0001409741586
679	0.0001409741586
680	0.0001409741586
681	0.0001409741586
682	0.0001409741586
683	0.0001409741586
684	0.0001409741586
685	0.0001409741586
686	0.0001409741586
687	0.0001409741586
688	0.0001409741586
689	0.0001409741586
690	0.0001409741586
691	0.0001409741586
692	0.0001409741586
693	0.0001409741586
694	0.0001409741586
695	0.0001409741586
696	0.0001409741586
697	0.0001409741586
698	0.0001409741586
699	0.0001409741586
700	0.0001409741586
701	0.0001409741586
702	0.0001409741586
703	0.0001409741586
704	0.0001409741586
705	0.0001409741586
706	0.0001409741586
707	0.0001409741586
708	0.0001409741586
709	0.0001409741586
710	0.0001409741586
711	0.0001409741586
712	0.0001409741586
713	0.0001409741586
714	0.0001409741586
715	0.0001409741586
716	0.0001409741586
717	0.0001409741586
718	0.0001409741586
719	0.0001409741586
720	0.0001409741586
721	0.0001409741586
722	0.0001409741586
723	0.0001409741586
724	0.0001409741586
725	0.0001409741586
726	0.0001409741586
727	0.0001409741586
728	0.0001409741586
729	0.0001409741586
730	0.0001409741586
731	0.0001409741586
732	0.0001409741586
733	0.0001409741586
734	0.0001409741586
735	0.0001409741586
736	0.0001409741586
737	0.0001409741586
738	0.0001409741586
739	0.0001409741586
740	0.0001409741586
741	0.0001409741586
742	0.0001409741586
743	0.0001409741586
744	0.0001409741586
745	0.0001409741586
746	0.0001409741586
747	0.0001409741586
748	0.0001409741586
749	0.0001409741586
750	0.0001409741586
751	0.0001409741586
752	0.0001409741586
753	0.0001409741586
754	0.0001409741586
755	0.0001409741586
756	0.0001409741586
757	0.0001409741586
758	0.0001409741586
759	0.0001409741586
760	0.0001409741586
761	0.0001409741586
762	0.0001409741586
763	0.0001409741586
764	0.0001409741586
765	0.0001409741586
766	0.0001409741586
767	0.0001409741586
768	0.0001409741586
769	0.0001409741586
770	0.0001409741586
771	0.0001409741586
772	0.0001409741586
773	0.0001409741586
774	0.0001409741586
775	0.0001409741586
776	0.0001409741586
777	0.0001409741586
778	0.0001409741586
779	0.0001409741586
780	0.0001409741586
781	0.0001409741586
782	0.0001409741586
783	0.0001409741586
784	0.0001409741586
785	0.0001409741586
786	0.0001409741586
787	0.0001409741586
788	0.0001409741586
789	0.0001409741586
790	0.0001409741586
791	0.0001409741586
792	0.0001409741586
793	0.0001409741586
794	0.0001409741586
795	0.0001409741586
796	0.0001409741586
797	0.0001409741586
798	0.0001409741586
799	0.0001409741586
800	0.0001409741586
801	0.0001409741586
802	0.0001409741586
803	0.0001409741586
804	0.0001409741586
805	0.0001409741586
806	0.0001409741586
807	0.0001409741586
808	0.0001409741586
809	0.0001409741586
810	0.0001409741586
811	0.0001409741586
812	0.0001409741586
813	0.0001409741586
814	0.0001409741586
815	0.0001409741586
816	0.0001409741586
817	0.0001409741586
818	0.0001409741586
819	0.0001409741586
820	0.0001409741586
821	0.0001409741586
822	0.0001409741586
823	0.0001409741586
824	0.0001409741586
825	0.0001409741586
826	0.0001409741586
827	0.0001409741586
828	0.0001409741586
829	0.0001409741586
830	0.0001409741586
831	0.0001409741586
832	0.0001409741586
833	0.0001409741586
834	0.0001409741586
835	0.0001409741586
836	0.0001409741586
837	0.0001409741586
838	0.0001409741586
839	0.0001409741586
840	0.0001409741586
841	0.0001409741586
842	0.0001409741586
843	0.0001409741586
844	0.0001409741586
845	0.0001409741586
846	0.0001409741586
847	0.0001409741586
848	0.0001409741586
849	0.0001409741586
850	0.0001409741586
851	0.0001409741586
852	0.0001409741586
853	0.0001409741586
854	0.0001409741586
855	0.0001409741586
856	0.0001409741586
857	0.0001409741586
858	0.0001409741586
859	0.0001409741586
860	0.0001409741586
861	0.0001409741586
862	0.0001409741586
863	0.0001409741586
864	0.0001409741586
865	0.0001409741586
866	0.0001409741586
867	0.0001409741586
868	0.0001409741586
869	0.0001409741586
870	0.0001409741586
871	0.0001409741586
872	0.0001409741586
873	0.0001409741586
874	0.0001409741586
875	0.0001409741586
876	0.0001409741586
877	0.0001409741586
878	0.0001409741586
879	0.0001409741586
880	0.0001409741586
881	0.0001409741586
882	0.0001409741586
883	0.0001409741586
884	0.0001409741586
885	0.0001409741586
886	0.0001409741586
887	0.0001409741586
888	0.0001409741586
889	0.0001409741586
890	0.0001409741586
891	0.0001409741586
892	0.0001409741586
893	0.0001409741586
894	0.0001409741586
895	0.0001409741586
896	0.0001409741586
897	0.0001409741586
898	0.0001409741586
899	0.0001409741586
900	0.0001409741586
901	0.0001409741586
902	0.0001409741586
903	0.0001409741586
904	0.0001409741586
905	0.0001409741586
906	0.0001409741586
907	0.0001409741586
908	0.0001409741586
909	0.0001409741586
910	0.0001409741586
911	0.0001409741586
912	0.0001409741586
913	0.0001409741586
914	0.0001409741586
915	0.0001409741586
916	0.0001409741586
917	0.0001409741586
918	0.0001409741586
919	0.0001409741586
920	0.0001409741586
921	0.0001409741586
922	0.0001409741586
923	0.0001409741586
924	0.0001409741586
925	0.0001409741586
926	0.0001409741586
927	0.0001409741586
928	0.0001409741586
929	0.0001409741586
930	0.0001409741586
931	0.0001409741586
932	0.0001409741586
933	0.0001409741586
934	0.0001409741586
935	0.0001409741586
936	0.0001409741586
937	0.0001409741586
938	0.0001409741586
939	0.0001409741586
940	0.0001409741586
941	0.0001409741586
942	0.0001409741586
943	0.0001409741586
944	0.0001409741586
945	0.0001409741586
946	0.0001409741586
947	0.0001409741586
948	0.0001409741586
949	0.0001409741586
950	0.0001409741586
951	0.0001409741586
952	0.0001409741586
953	0.0001409741586
954	0.0001409741586
955	0.0001409741586
956	0.0001409741586
957	0.0001409741586
958	0.0001409741586
959	0.0001409741586
960	0.0001409741586
961	0.0001409741586
962	0.0001409741586
963	0.0001409741586
964	0.0001409741586
965	0.0001409741586
966	0.0001409741586
967	0.0001409741586
968	0.0001409741586
969	0.0001409741586
970	0.0001409741586
971	0.0001409741586
972	0.0001409741586
973	0.0001409741586
974	0.0001409741586
975	0.0001409741586
976	0.0001409741586
977	0.0001409741586
978	0.0001409741586
979	0.0001409741586
980	0.0001409741586
981	0.0001409741586
982	0.0001409741586
983	0.0001409741586
984	0.0001409741586
985	0.0001409741586
986	0.0001409741586
987	0.0001409741586
988	0.0001409741586
989	0.0001409741586
990	0.0001409741586
991	0.0001409741586
992	0.0001409741586
993	0.0001409741586
994	0.0001409741586
995	0.0001409741586
996	0.0001409741586
997	0.0001409741586
998	0.0001409741586
999	0.0001409741586
